rho          phi          image        mask         PSNR         SSIM         NRMSE       
100.000      20.000       12           4            27.534       0.795        0.303       
100.000      20.000       12           5            27.673       0.800        0.330       
100.000      20.000       12           6            27.797       0.797        0.325       
100.000      20.000       12           7            27.802       0.797        0.332       
100.000      20.000       12           8            27.701       0.797        0.331       
100.000      20.000       12           9            27.766       0.802        0.197       
100.000      20.000       12           10           28.135       0.808        0.279       
100.000      20.000       12           11           27.897       0.796        0.321       
100.000      20.000       12           12           27.530       0.797        0.323       
100.000      20.000       12           13           27.902       0.806        0.327       
100.000      20.000       12           14           27.915       0.802        0.327       
100.000      20.000       12           15           27.639       0.791        0.332       
100.000      20.000       12           16           27.715       0.793        0.333       
100.000      20.000       12           17           27.652       0.796        0.336       
100.000      20.000       12           18           27.673       0.792        0.336       
100.000      20.000       12           19           27.688       0.794        0.334       
100.000      20.000       12           20           27.762       0.795        0.330       
100.000      20.000       12           21           28.082       0.803        0.320       
100.000      20.000       12           22           28.076       0.798        0.317       
100.000      20.000       12           23           27.663       0.790        0.333       
100.000      20.000       12           24           27.473       0.812        0.242       
100.000      20.000       12           25           27.342       0.802        0.286       
100.000      20.000       12           26           27.840       0.793        0.323       
100.000      20.000       12           27           28.049       0.802        0.312       
100.000      20.000       12           28           27.762       0.788        0.324       
100.000      20.000       12           29           27.590       0.792        0.337       
100.000      20.000       12           30           27.798       0.790        0.326       
100.000      20.000       12           31           27.784       0.791        0.331       
100.000      20.000       12           32           27.741       0.798        0.333       
100.000      20.000       12           33           27.665       0.796        0.336       
100.000      20.000       12           34           27.612       0.792        0.269       
100.000      20.000       12           35           27.720       0.791        0.329       
100.000      20.000       12           36           27.853       0.793        0.323       
100.000      20.000       12           37           27.820       0.805        0.232       
100.000      20.000       12           38           27.880       0.796        0.326       
100.000      20.000       12           39           28.028       0.798        0.319       
100.000      20.000       12           40           28.025       0.811        0.289       
100.000      20.000       12           41           27.881       0.799        0.326       
100.000      20.000       13           0            25.910       0.772        0.403       
100.000      20.000       13           1            25.524       0.773        0.384       
100.000      20.000       13           2            25.888       0.772        0.406       
100.000      20.000       13           3            25.712       0.771        0.400       
100.000      20.000       13           4            25.725       0.770        0.380       
100.000      20.000       13           5            25.808       0.777        0.419       
100.000      20.000       13           6            25.874       0.772        0.414       
100.000      20.000       13           7            25.925       0.772        0.421       
100.000      20.000       13           8            25.828       0.769        0.419       
100.000      20.000       13           9            25.929       0.777        0.245       
100.000      20.000       13           10           26.078       0.784        0.360       
100.000      20.000       13           11           25.942       0.771        0.411       
100.000      20.000       13           12           25.711       0.771        0.406       
100.000      20.000       13           13           26.029       0.787        0.415       
100.000      20.000       13           14           26.016       0.779        0.416       
100.000      20.000       13           15           25.806       0.765        0.419       
100.000      20.000       13           16           25.878       0.766        0.420       
100.000      20.000       13           17           25.818       0.767        0.424       
100.000      20.000       13           18           25.799       0.768        0.426       
100.000      20.000       13           19           25.811       0.769        0.424       
100.000      20.000       13           20           25.878       0.773        0.419       
100.000      20.000       13           21           26.041       0.774        0.414       
100.000      20.000       13           22           26.086       0.773        0.407       
100.000      20.000       13           23           25.805       0.766        0.422       
100.000      20.000       13           24           25.724       0.778        0.299       
100.000      20.000       13           25           25.614       0.769        0.354       
100.000      20.000       13           26           25.939       0.772        0.412       
100.000      20.000       13           27           26.060       0.782        0.400       
100.000      20.000       13           28           25.858       0.768        0.412       
100.000      20.000       13           29           25.744       0.766        0.426       
100.000      20.000       13           30           25.952       0.770        0.412       
100.000      20.000       13           31           25.894       0.768        0.421       
100.000      20.000       13           32           25.870       0.773        0.423       
100.000      20.000       13           33           25.827       0.773        0.425       
100.000      20.000       13           34           25.824       0.766        0.335       
100.000      20.000       13           35           25.862       0.771        0.416       
100.000      20.000       13           36           25.963       0.771        0.411       
100.000      20.000       13           37           26.035       0.776        0.288       
100.000      20.000       13           38           25.982       0.776        0.415       
100.000      20.000       13           39           26.103       0.782        0.407       
100.000      20.000       13           40           26.061       0.786        0.369       
100.000      20.000       13           41           25.942       0.774        0.416       
100.000      20.000       14           0            33.148       0.877        0.160       
100.000      20.000       14           1            31.686       0.867        0.175       
100.000      20.000       14           2            33.089       0.876        0.162       
100.000      20.000       14           3            32.408       0.874        0.169       
100.000      20.000       14           4            33.543       0.888        0.143       
100.000      20.000       14           5            32.810       0.878        0.170       
100.000      20.000       14           6            33.081       0.881        0.164       
100.000      20.000       14           7            33.068       0.880        0.167       
100.000      20.000       14           8            32.824       0.876        0.170       
100.000      20.000       14           9            33.018       0.885        0.105       
100.000      20.000       14           10           33.589       0.891        0.140       
100.000      20.000       14           11           33.066       0.881        0.165       
100.000      20.000       14           12           32.610       0.871        0.168       
100.000      20.000       14           13           33.232       0.881        0.164       
100.000      20.000       14           14           33.051       0.881        0.168       
100.000      20.000       14           15           32.927       0.875        0.168       
100.000      20.000       14           16           32.845       0.878        0.171       
100.000      20.000       14           17           32.820       0.877        0.172       
100.000      20.000       14           18           32.840       0.875        0.171       
100.000      20.000       14           19           32.994       0.875        0.168       
100.000      20.000       14           20           33.124       0.878        0.165       
100.000      20.000       14           21           33.207       0.883        0.164       
100.000      20.000       14           22           33.352       0.886        0.160       
100.000      20.000       14           23           32.931       0.874        0.168       
100.000      20.000       14           24           32.123       0.877        0.137       
100.000      20.000       14           25           32.142       0.874        0.157       
100.000      20.000       14           26           33.026       0.878        0.165       
100.000      20.000       14           27           33.618       0.886        0.153       
100.000      20.000       14           28           33.090       0.876        0.163       
100.000      20.000       14           29           32.755       0.872        0.172       
100.000      20.000       14           30           33.250       0.879        0.162       
100.000      20.000       14           31           33.206       0.878        0.164       
100.000      20.000       14           32           33.072       0.879        0.167       
100.000      20.000       14           33           32.954       0.878        0.169       
100.000      20.000       14           34           33.175       0.886        0.136       
100.000      20.000       14           35           33.042       0.877        0.165       
100.000      20.000       14           36           33.144       0.881        0.163       
100.000      20.000       14           37           33.352       0.889        0.119       
100.000      20.000       14           38           33.302       0.883        0.162       
100.000      20.000       14           39           33.426       0.886        0.159       
100.000      20.000       14           40           33.844       0.892        0.139       
100.000      20.000       14           41           33.036       0.879        0.167       
100.000      20.000       15           0            37.366       0.903        0.126       
100.000      20.000       15           1            34.734       0.895        0.151       
100.000      20.000       15           2            37.104       0.901        0.130       
100.000      20.000       15           3            36.145       0.905        0.139       
100.000      20.000       15           4            37.002       0.912        0.118       
100.000      20.000       15           5            37.134       0.913        0.134       
100.000      20.000       15           6            37.465       0.904        0.129       
100.000      20.000       15           7            37.664       0.912        0.129       
100.000      20.000       15           8            37.194       0.904        0.134       
100.000      20.000       15           9            35.193       0.884        0.089       
100.000      20.000       15           10           37.601       0.919        0.108       
100.000      20.000       15           11           37.405       0.908        0.129       
100.000      20.000       15           12           36.575       0.901        0.135       
100.000      20.000       15           13           37.355       0.915        0.133       
100.000      20.000       15           14           37.885       0.918        0.126       
100.000      20.000       15           15           37.449       0.903        0.129       
100.000      20.000       15           16           36.904       0.900        0.140       
100.000      20.000       15           17           37.265       0.910        0.134       
100.000      20.000       15           18           37.609       0.905        0.129       
100.000      20.000       15           19           37.634       0.907        0.128       
100.000      20.000       15           20           37.470       0.905        0.130       
100.000      20.000       15           21           37.435       0.909        0.132       
100.000      20.000       15           22           37.224       0.903        0.133       
100.000      20.000       15           23           37.360       0.903        0.132       
100.000      20.000       15           24           33.304       0.889        0.135       
100.000      20.000       15           25           34.318       0.900        0.144       
100.000      20.000       15           26           37.081       0.901        0.134       
100.000      20.000       15           27           36.683       0.907        0.138       
100.000      20.000       15           28           36.969       0.897        0.134       
100.000      20.000       15           29           37.472       0.903        0.131       
100.000      20.000       15           30           37.000       0.898        0.136       
100.000      20.000       15           31           37.423       0.903        0.132       
100.000      20.000       15           32           37.311       0.914        0.134       
100.000      20.000       15           33           37.439       0.912        0.132       
100.000      20.000       15           34           37.231       0.912        0.100       
100.000      20.000       15           35           37.275       0.905        0.132       
100.000      20.000       15           36           37.213       0.905        0.132       
100.000      20.000       15           37           36.223       0.900        0.096       
100.000      20.000       15           38           37.411       0.910        0.132       
100.000      20.000       15           39           36.880       0.902        0.139       
100.000      20.000       15           40           37.885       0.916        0.108       
100.000      20.000       15           41           37.139       0.907        0.135       
100.000      20.000       16           0            32.967       0.868        0.180       
100.000      20.000       16           1            31.791       0.863        0.188       
100.000      20.000       16           2            32.989       0.870        0.181       
100.000      20.000       16           3            32.308       0.868        0.188       
100.000      20.000       16           4            33.000       0.881        0.165       
100.000      20.000       16           5            33.021       0.881        0.184       
100.000      20.000       16           6            33.203       0.875        0.180       
100.000      20.000       16           7            33.194       0.877        0.184       
100.000      20.000       16           8            32.805       0.869        0.189       
100.000      20.000       16           9            32.903       0.879        0.111       
100.000      20.000       16           10           33.785       0.883        0.149       
100.000      20.000       16           11           33.369       0.879        0.176       
100.000      20.000       16           12           32.652       0.866        0.184       
100.000      20.000       16           13           33.325       0.888        0.180       
100.000      20.000       16           14           33.278       0.878        0.182       
100.000      20.000       16           15           32.938       0.869        0.186       
100.000      20.000       16           16           32.895       0.874        0.189       
100.000      20.000       16           17           32.866       0.871        0.190       
100.000      20.000       16           18           32.922       0.870        0.189       
100.000      20.000       16           19           32.950       0.871        0.188       
100.000      20.000       16           20           33.058       0.873        0.185       
100.000      20.000       16           21           33.625       0.881        0.174       
100.000      20.000       16           22           33.419       0.879        0.177       
100.000      20.000       16           23           32.906       0.867        0.188       
100.000      20.000       16           24           32.073       0.872        0.147       
100.000      20.000       16           25           32.087       0.866        0.171       
100.000      20.000       16           26           33.072       0.872        0.183       
100.000      20.000       16           27           33.292       0.887        0.175       
100.000      20.000       16           28           32.965       0.871        0.183       
100.000      20.000       16           29           32.793       0.867        0.191       
100.000      20.000       16           30           33.133       0.873        0.182       
100.000      20.000       16           31           33.058       0.874        0.186       
100.000      20.000       16           32           33.030       0.878        0.187       
100.000      20.000       16           33           32.854       0.872        0.191       
100.000      20.000       16           34           32.976       0.873        0.149       
100.000      20.000       16           35           32.920       0.871        0.186       
100.000      20.000       16           36           33.094       0.873        0.182       
100.000      20.000       16           37           33.530       0.881        0.123       
100.000      20.000       16           38           33.214       0.877        0.182       
100.000      20.000       16           39           33.274       0.881        0.180       
100.000      20.000       16           40           34.076       0.886        0.148       
100.000      20.000       16           41           33.233       0.876        0.181       
100.000      20.000       17           0            32.032       0.874        0.219       
100.000      20.000       17           1            30.858       0.864        0.225       
100.000      20.000       17           2            32.002       0.872        0.221       
100.000      20.000       17           3            31.419       0.869        0.226       
100.000      20.000       17           4            32.221       0.883        0.195       
100.000      20.000       17           5            31.816       0.874        0.232       
100.000      20.000       17           6            31.993       0.871        0.227       
100.000      20.000       17           7            32.124       0.879        0.230       
100.000      20.000       17           8            31.914       0.872        0.231       
100.000      20.000       17           9            31.996       0.885        0.127       
100.000      20.000       17           10           32.536       0.884        0.185       
100.000      20.000       17           11           32.007       0.878        0.227       
100.000      20.000       17           12           31.681       0.868        0.224       
100.000      20.000       17           13           32.193       0.879        0.227       
100.000      20.000       17           14           32.145       0.881        0.229       
100.000      20.000       17           15           31.946       0.871        0.229       
100.000      20.000       17           16           31.938       0.876        0.232       
100.000      20.000       17           17           31.886       0.874        0.234       
100.000      20.000       17           18           31.984       0.872        0.232       
100.000      20.000       17           19           31.971       0.873        0.231       
100.000      20.000       17           20           32.041       0.876        0.228       
100.000      20.000       17           21           32.259       0.881        0.225       
100.000      20.000       17           22           32.318       0.881        0.220       
100.000      20.000       17           23           31.913       0.870        0.231       
100.000      20.000       17           24           31.265       0.868        0.167       
100.000      20.000       17           25           31.401       0.867        0.196       
100.000      20.000       17           26           31.989       0.873        0.227       
100.000      20.000       17           27           32.284       0.888        0.215       
100.000      20.000       17           28           31.965       0.872        0.226       
100.000      20.000       17           29           31.858       0.868        0.234       
100.000      20.000       17           30           32.042       0.872        0.226       
100.000      20.000       17           31           32.090       0.875        0.229       
100.000      20.000       17           32           32.034       0.877        0.231       
100.000      20.000       17           33           31.876       0.872        0.235       
100.000      20.000       17           34           32.311       0.875        0.170       
100.000      20.000       17           35           31.918       0.870        0.230       
100.000      20.000       17           36           32.044       0.875        0.225       
100.000      20.000       17           37           32.518       0.887        0.144       
100.000      20.000       17           38           32.178       0.877        0.226       
100.000      20.000       17           39           32.188       0.880        0.224       
100.000      20.000       17           40           32.498       0.889        0.191       
100.000      20.000       17           41           32.072       0.877        0.228       
100.000      20.000       18           0            32.059       0.876        0.180       
100.000      20.000       18           1            30.968       0.866        0.189       
100.000      20.000       18           2            32.004       0.875        0.182       
100.000      20.000       18           3            31.623       0.871        0.184       
100.000      20.000       18           4            32.126       0.887        0.167       
100.000      20.000       18           5            31.817       0.882        0.189       
100.000      20.000       18           6            31.985       0.881        0.185       
100.000      20.000       18           7            32.000       0.882        0.188       
100.000      20.000       18           8            31.775       0.876        0.191       
100.000      20.000       18           9            32.057       0.891        0.117       
100.000      20.000       18           10           32.334       0.894        0.161       
100.000      20.000       18           11           31.976       0.882        0.185       
100.000      20.000       18           12           31.641       0.868        0.186       
100.000      20.000       18           13           32.102       0.886        0.185       
100.000      20.000       18           14           32.003       0.883        0.188       
100.000      20.000       18           15           31.868       0.874        0.188       
100.000      20.000       18           16           31.831       0.878        0.191       
100.000      20.000       18           17           31.792       0.877        0.192       
100.000      20.000       18           18           31.825       0.874        0.191       
100.000      20.000       18           19           31.934       0.873        0.188       
100.000      20.000       18           20           32.052       0.875        0.185       
100.000      20.000       18           21           32.144       0.888        0.184       
100.000      20.000       18           22           32.160       0.887        0.182       
100.000      20.000       18           23           31.885       0.872        0.189       
100.000      20.000       18           24           31.248       0.882        0.151       
100.000      20.000       18           25           31.216       0.872        0.174       
100.000      20.000       18           26           31.990       0.878        0.185       
100.000      20.000       18           27           32.448       0.886        0.173       
100.000      20.000       18           28           31.971       0.875        0.184       
100.000      20.000       18           29           31.747       0.871        0.192       
100.000      20.000       18           30           32.059       0.879        0.184       
100.000      20.000       18           31           32.060       0.876        0.186       
100.000      20.000       18           32           31.955       0.881        0.189       
100.000      20.000       18           33           31.868       0.878        0.190       
100.000      20.000       18           34           31.967       0.883        0.155       
100.000      20.000       18           35           31.972       0.878        0.186       
100.000      20.000       18           36           32.050       0.884        0.184       
100.000      20.000       18           37           32.209       0.892        0.135       
100.000      20.000       18           38           32.146       0.885        0.184       
100.000      20.000       18           39           32.240       0.887        0.181       
100.000      20.000       18           40           32.489       0.896        0.162       
100.000      20.000       18           41           31.995       0.881        0.187       
100.000      20.000       19           0            25.898       0.787        0.340       
100.000      20.000       19           1            25.460       0.777        0.334       
100.000      20.000       19           2            25.855       0.784        0.343       
100.000      20.000       19           3            25.704       0.780        0.340       
100.000      20.000       19           4            25.906       0.793        0.320       
100.000      20.000       19           5            25.781       0.787        0.351       
100.000      20.000       19           6            25.887       0.788        0.346       
100.000      20.000       19           7            25.874       0.789        0.352       
100.000      20.000       19           8            25.831       0.783        0.350       
100.000      20.000       19           9            25.952       0.800        0.229       
100.000      20.000       19           10           26.077       0.796        0.311       
100.000      20.000       19           11           25.877       0.790        0.347       
100.000      20.000       19           12           25.733       0.779        0.343       
100.000      20.000       19           13           25.874       0.796        0.351       
100.000      20.000       19           14           25.970       0.787        0.348       
100.000      20.000       19           15           25.840       0.781        0.349       
100.000      20.000       19           16           25.865       0.787        0.350       
100.000      20.000       19           17           25.815       0.784        0.353       
100.000      20.000       19           18           25.854       0.783        0.352       
100.000      20.000       19           19           25.854       0.784        0.351       
100.000      20.000       19           20           25.890       0.787        0.348       
100.000      20.000       19           21           25.958       0.792        0.347       
100.000      20.000       19           22           25.994       0.795        0.343       
100.000      20.000       19           23           25.849       0.781        0.350       
100.000      20.000       19           24           25.738       0.788        0.273       
100.000      20.000       19           25           25.793       0.784        0.307       
100.000      20.000       19           26           25.995       0.789        0.342       
100.000      20.000       19           27           25.940       0.794        0.340       
100.000      20.000       19           28           25.849       0.785        0.346       
100.000      20.000       19           29           25.813       0.779        0.352       
100.000      20.000       19           30           25.864       0.785        0.348       
100.000      20.000       19           31           25.857       0.786        0.351       
100.000      20.000       19           32           25.894       0.788        0.350       
100.000      20.000       19           33           25.855       0.783        0.352       
100.000      20.000       19           34           26.005       0.789        0.292       
100.000      20.000       19           35           25.858       0.783        0.348       
100.000      20.000       19           36           25.939       0.787        0.344       
100.000      20.000       19           37           26.105       0.801        0.261       
100.000      20.000       19           38           25.954       0.788        0.347       
100.000      20.000       19           39           25.967       0.792        0.345       
100.000      20.000       19           40           26.122       0.802        0.315       
100.000      20.000       19           41           25.946       0.789        0.347       
3400.000     0.200        0            0            40.210       0.997        0.072       
3400.000     0.200        0            1            33.896       0.994        0.137       
3400.000     0.200        0            2            40.766       0.997        0.068       
3400.000     0.200        0            3            37.804       0.996        0.092       
3400.000     0.200        0            4            37.771       0.996        0.089       
3400.000     0.200        0            5            39.323       0.997        0.081       
3400.000     0.200        0            6            43.472       0.997        0.050       
3400.000     0.200        0            7            47.774       0.998        0.031       
3400.000     0.200        0            8            41.336       0.998        0.065       
3400.000     0.200        0            9            33.312       0.990        0.103       
3400.000     0.200        0            10           37.950       0.996        0.086       
3400.000     0.200        0            11           41.707       0.997        0.062       
3400.000     0.200        0            12           38.644       0.996        0.085       
3400.000     0.200        0            13           43.247       0.998        0.052       
3400.000     0.200        0            14           46.738       0.998        0.035       
3400.000     0.200        0            15           42.940       0.998        0.053       
3400.000     0.200        0            16           44.318       0.996        0.046       
3400.000     0.200        0            17           43.035       0.998        0.053       
3400.000     0.200        0            18           45.580       0.998        0.040       
3400.000     0.200        0            19           44.538       0.998        0.045       
3400.000     0.200        0            20           43.616       0.998        0.050       
3400.000     0.200        0            21           45.389       0.998        0.041       
3400.000     0.200        0            22           42.241       0.998        0.058       
3400.000     0.200        0            23           43.534       0.997        0.050       
3400.000     0.200        0            24           32.714       0.992        0.130       
3400.000     0.200        0            25           34.427       0.994        0.122       
3400.000     0.200        0            26           41.661       0.996        0.062       
3400.000     0.200        0            27           40.652       0.997        0.069       
3400.000     0.200        0            28           40.568       0.997        0.070       
3400.000     0.200        0            29           45.041       0.998        0.042       
3400.000     0.200        0            30           42.179       0.997        0.058       
3400.000     0.200        0            31           45.135       0.997        0.042       
3400.000     0.200        0            32           44.884       0.998        0.043       
3400.000     0.200        0            33           45.526       0.998        0.040       
3400.000     0.200        0            34           38.130       0.996        0.077       
3400.000     0.200        0            35           41.750       0.997        0.061       
3400.000     0.200        0            36           42.109       0.997        0.059       
3400.000     0.200        0            37           35.206       0.994        0.097       
3400.000     0.200        0            38           44.278       0.997        0.046       
3400.000     0.200        0            39           42.737       0.997        0.055       
3400.000     0.200        0            40           37.766       0.996        0.090       
3400.000     0.200        0            41           41.745       0.997        0.062       
3400.000     0.200        1            0            39.620       0.997        0.078       
3400.000     0.200        1            1            33.954       0.994        0.138       
3400.000     0.200        1            2            39.778       0.997        0.077       
3400.000     0.200        1            3            36.905       0.996        0.103       
3400.000     0.200        1            4            37.802       0.996        0.090       
3400.000     0.200        1            5            39.309       0.997        0.083       
3400.000     0.200        1            6            43.404       0.997        0.051       
3400.000     0.200        1            7            47.925       0.998        0.031       
3400.000     0.200        1            8            41.411       0.998        0.065       
3400.000     0.200        1            9            33.479       0.990        0.101       
3400.000     0.200        1            10           37.969       0.995        0.087       
3400.000     0.200        1            11           42.096       0.998        0.060       
3400.000     0.200        1            12           38.814       0.997        0.084       
3400.000     0.200        1            13           44.015       0.998        0.049       
3400.000     0.200        1            14           46.866       0.998        0.035       
3400.000     0.200        1            15           42.977       0.998        0.054       
3400.000     0.200        1            16           44.436       0.997        0.046       
3400.000     0.200        1            17           43.187       0.998        0.053       
3400.000     0.200        1            18           45.731       0.998        0.040       
3400.000     0.200        1            19           43.807       0.998        0.050       
3400.000     0.200        1            20           43.061       0.998        0.054       
3400.000     0.200        1            21           45.691       0.998        0.040       
3400.000     0.200        1            22           42.470       0.998        0.057       
3400.000     0.200        1            23           43.648       0.997        0.050       
3400.000     0.200        1            24           32.577       0.991        0.133       
3400.000     0.200        1            25           34.151       0.994        0.127       
3400.000     0.200        1            26           41.287       0.995        0.066       
3400.000     0.200        1            27           40.681       0.997        0.070       
3400.000     0.200        1            28           40.784       0.997        0.069       
3400.000     0.200        1            29           45.015       0.998        0.043       
3400.000     0.200        1            30           42.554       0.998        0.057       
3400.000     0.200        1            31           45.188       0.997        0.042       
3400.000     0.200        1            32           44.862       0.998        0.044       
3400.000     0.200        1            33           45.544       0.998        0.041       
3400.000     0.200        1            34           38.241       0.996        0.077       
3400.000     0.200        1            35           41.751       0.997        0.062       
3400.000     0.200        1            36           42.069       0.997        0.060       
3400.000     0.200        1            37           35.358       0.994        0.096       
3400.000     0.200        1            38           44.193       0.997        0.047       
3400.000     0.200        1            39           42.699       0.997        0.056       
3400.000     0.200        1            40           37.809       0.996        0.090       
3400.000     0.200        1            41           42.265       0.998        0.059       
3400.000     0.200        2            0            39.975       0.996        0.083       
3400.000     0.200        2            1            34.011       0.993        0.149       
3400.000     0.200        2            2            39.766       0.996        0.085       
3400.000     0.200        2            3            37.776       0.995        0.103       
3400.000     0.200        2            4            37.299       0.995        0.104       
3400.000     0.200        2            5            39.208       0.997        0.093       
3400.000     0.200        2            6            42.420       0.993        0.064       
3400.000     0.200        2            7            46.964       0.998        0.039       
3400.000     0.200        2            8            40.638       0.997        0.079       
3400.000     0.200        2            9            32.614       0.982        0.115       
3400.000     0.200        2            10           37.955       0.995        0.095       
3400.000     0.200        2            11           40.710       0.996        0.078       
3400.000     0.200        2            12           38.782       0.997        0.093       
3400.000     0.200        2            13           43.045       0.997        0.061       
3400.000     0.200        2            14           46.419       0.998        0.041       
3400.000     0.200        2            15           41.973       0.997        0.068       
3400.000     0.200        2            16           43.648       0.995        0.056       
3400.000     0.200        2            17           42.461       0.997        0.065       
3400.000     0.200        2            18           45.622       0.998        0.045       
3400.000     0.200        2            19           43.786       0.998        0.055       
3400.000     0.200        2            20           43.007       0.997        0.061       
3400.000     0.200        2            21           43.992       0.996        0.054       
3400.000     0.200        2            22           41.745       0.997        0.070       
3400.000     0.200        2            23           43.349       0.996        0.058       
3400.000     0.200        2            24           31.615       0.989        0.156       
3400.000     0.200        2            25           33.366       0.993        0.150       
3400.000     0.200        2            26           41.440       0.993        0.072       
3400.000     0.200        2            27           39.903       0.995        0.084       
3400.000     0.200        2            28           40.631       0.997        0.078       
3400.000     0.200        2            29           44.812       0.998        0.049       
3400.000     0.200        2            30           41.867       0.996        0.069       
3400.000     0.200        2            31           44.853       0.997        0.049       
3400.000     0.200        2            32           43.747       0.998        0.056       
3400.000     0.200        2            33           45.444       0.998        0.046       
3400.000     0.200        2            34           37.173       0.994        0.093       
3400.000     0.200        2            35           41.578       0.997        0.071       
3400.000     0.200        2            36           41.486       0.996        0.071       
3400.000     0.200        2            37           34.317       0.989        0.113       
3400.000     0.200        2            38           44.095       0.997        0.054       
3400.000     0.200        2            39           42.309       0.996        0.066       
3400.000     0.200        2            40           37.868       0.996        0.098       
3400.000     0.200        2            41           40.738       0.997        0.079       
3400.000     0.200        3            0            40.599       0.997        0.065       
3400.000     0.200        3            1            34.334       0.994        0.125       
3400.000     0.200        3            2            40.974       0.997        0.063       
3400.000     0.200        3            3            38.332       0.996        0.083       
3400.000     0.200        3            4            37.540       0.996        0.087       
3400.000     0.200        3            5            39.615       0.997        0.075       
3400.000     0.200        3            6            43.806       0.997        0.046       
3400.000     0.200        3            7            48.041       0.998        0.029       
3400.000     0.200        3            8            41.461       0.998        0.060       
3400.000     0.200        3            9            33.604       0.991        0.097       
3400.000     0.200        3            10           38.061       0.994        0.081       
3400.000     0.200        3            11           42.288       0.998        0.055       
3400.000     0.200        3            12           39.323       0.997        0.075       
3400.000     0.200        3            13           44.274       0.998        0.044       
3400.000     0.200        3            14           46.943       0.998        0.032       
3400.000     0.200        3            15           43.165       0.998        0.050       
3400.000     0.200        3            16           44.624       0.996        0.042       
3400.000     0.200        3            17           43.560       0.998        0.048       
3400.000     0.200        3            18           45.940       0.998        0.036       
3400.000     0.200        3            19           44.211       0.998        0.044       
3400.000     0.200        3            20           43.397       0.998        0.048       
3400.000     0.200        3            21           45.788       0.998        0.037       
3400.000     0.200        3            22           42.575       0.998        0.053       
3400.000     0.200        3            23           43.720       0.997        0.047       
3400.000     0.200        3            24           32.884       0.993        0.124       
3400.000     0.200        3            25           34.536       0.995        0.116       
3400.000     0.200        3            26           41.834       0.995        0.058       
3400.000     0.200        3            27           40.578       0.997        0.066       
3400.000     0.200        3            28           41.039       0.997        0.063       
3400.000     0.200        3            29           45.125       0.998        0.040       
3400.000     0.200        3            30           42.807       0.998        0.052       
3400.000     0.200        3            31           45.557       0.998        0.038       
3400.000     0.200        3            32           45.340       0.998        0.039       
3400.000     0.200        3            33           45.424       0.998        0.039       
3400.000     0.200        3            34           38.359       0.996        0.073       
3400.000     0.200        3            35           41.668       0.997        0.059       
3400.000     0.200        3            36           41.980       0.997        0.057       
