rho          phi          image        mask         PSNR         SSIM         NRMSE       
3400.000     13.400       2            20           42.053       0.994        0.068       
3400.000     13.400       2            21           42.793       0.991        0.062       
3400.000     13.400       2            22           40.753       0.991        0.078       
3400.000     13.400       2            23           42.268       0.993        0.066       
3400.000     13.400       2            24           31.444       0.982        0.159       
3400.000     13.400       2            25           33.188       0.989        0.153       
3400.000     13.400       2            26           40.708       0.989        0.078       
3400.000     13.400       2            27           39.545       0.989        0.088       
3400.000     13.400       2            28           39.986       0.993        0.084       
3400.000     13.400       2            29           43.446       0.994        0.058       
3400.000     13.400       2            30           41.137       0.992        0.075       
3400.000     13.400       2            31           43.281       0.993        0.059       
3400.000     13.400       2            32           42.713       0.994        0.063       
3400.000     13.400       2            33           43.971       0.994        0.055       
3400.000     13.400       2            34           36.977       0.990        0.095       
3400.000     13.400       2            35           40.446       0.993        0.081       
3400.000     13.400       2            36           40.610       0.991        0.079       
3400.000     13.400       2            37           34.165       0.982        0.115       
3400.000     13.400       2            38           42.808       0.992        0.062       
3400.000     13.400       2            39           41.015       0.991        0.076       
3400.000     13.400       2            40           37.555       0.989        0.102       
3400.000     13.400       2            41           40.139       0.993        0.084       
3400.000     13.400       3            0            39.824       0.993        0.072       
3400.000     13.400       3            1            34.065       0.989        0.129       
3400.000     13.400       3            2            40.417       0.993        0.067       
3400.000     13.400       3            3            37.882       0.991        0.087       
3400.000     13.400       3            4            37.177       0.990        0.091       
3400.000     13.400       3            5            39.071       0.993        0.080       
3400.000     13.400       3            6            42.071       0.989        0.056       
3400.000     13.400       3            7            45.526       0.994        0.038       
3400.000     13.400       3            8            40.734       0.994        0.066       
3400.000     13.400       3            9            33.421       0.977        0.099       
3400.000     13.400       3            10           37.672       0.989        0.085       
3400.000     13.400       3            11           41.503       0.993        0.060       
3400.000     13.400       3            12           38.781       0.993        0.079       
3400.000     13.400       3            13           42.886       0.992        0.052       
3400.000     13.400       3            14           44.797       0.994        0.042       
3400.000     13.400       3            15           42.109       0.994        0.056       
3400.000     13.400       3            16           43.210       0.991        0.050       
3400.000     13.400       3            17           42.481       0.994        0.054       
3400.000     13.400       3            18           44.203       0.994        0.044       
3400.000     13.400       3            19           43.158       0.993        0.050       
3400.000     13.400       3            20           42.258       0.992        0.055       
3400.000     13.400       3            21           43.807       0.993        0.046       
3400.000     13.400       3            22           41.537       0.993        0.060       
3400.000     13.400       3            23           42.490       0.992        0.054       
3400.000     13.400       3            24           32.682       0.986        0.127       
3400.000     13.400       3            25           34.309       0.990        0.119       
3400.000     13.400       3            26           41.013       0.990        0.063       
3400.000     13.400       3            27           39.886       0.991        0.071       
3400.000     13.400       3            28           40.321       0.993        0.068       
3400.000     13.400       3            29           43.586       0.993        0.047       
3400.000     13.400       3            30           41.981       0.993        0.057       
3400.000     13.400       3            31           43.717       0.993        0.047       
3400.000     13.400       3            32           43.835       0.994        0.046       
3400.000     13.400       3            33           43.858       0.994        0.046       
3400.000     13.400       3            34           38.106       0.992        0.075       
3400.000     13.400       3            35           40.531       0.993        0.067       
3400.000     13.400       3            36           41.056       0.992        0.063       
3400.000     13.400       3            37           35.312       0.987        0.093       
3400.000     13.400       3            38           42.691       0.991        0.053       
3400.000     13.400       3            39           41.400       0.991        0.061       
3400.000     13.400       3            40           37.604       0.989        0.087       
3400.000     13.400       3            41           41.219       0.993        0.062       
3400.000     13.400       4            0            39.832       0.993        0.071       
3400.000     13.400       4            1            34.151       0.990        0.127       
3400.000     13.400       4            2            40.431       0.993        0.066       
3400.000     13.400       4            3            37.960       0.992        0.086       
3400.000     13.400       4            4            37.473       0.991        0.087       
3400.000     13.400       4            5            39.141       0.994        0.078       
3400.000     13.400       4            6            42.456       0.990        0.053       
3400.000     13.400       4            7            45.514       0.994        0.038       
3400.000     13.400       4            8            40.798       0.994        0.065       
3400.000     13.400       4            9            33.462       0.977        0.099       
3400.000     13.400       4            10           37.718       0.991        0.084       
3400.000     13.400       4            11           41.592       0.994        0.059       
3400.000     13.400       4            12           38.732       0.993        0.079       
3400.000     13.400       4            13           42.999       0.993        0.051       
3400.000     13.400       4            14           44.972       0.994        0.040       
3400.000     13.400       4            15           42.181       0.994        0.055       
3400.000     13.400       4            16           43.333       0.992        0.049       
3400.000     13.400       4            17           42.548       0.994        0.053       
3400.000     13.400       4            18           44.298       0.994        0.044       
3400.000     13.400       4            19           43.229       0.993        0.049       
3400.000     13.400       4            20           42.309       0.993        0.055       
3400.000     13.400       4            21           43.934       0.993        0.045       
3400.000     13.400       4            22           41.561       0.993        0.059       
3400.000     13.400       4            23           42.528       0.992        0.053       
3400.000     13.400       4            24           32.657       0.987        0.126       
3400.000     13.400       4            25           34.256       0.990        0.119       
3400.000     13.400       4            26           41.076       0.991        0.062       
3400.000     13.400       4            27           39.921       0.992        0.071       
3400.000     13.400       4            28           40.338       0.994        0.068       
3400.000     13.400       4            29           43.605       0.994        0.047       
3400.000     13.400       4            30           41.989       0.994        0.056       
3400.000     13.400       4            31           43.767       0.993        0.046       
3400.000     13.400       4            32           43.929       0.994        0.046       
3400.000     13.400       4            33           43.891       0.994        0.046       
3400.000     13.400       4            34           38.092       0.992        0.075       
3400.000     13.400       4            35           40.529       0.993        0.067       
3400.000     13.400       4            36           41.269       0.993        0.061       
3400.000     13.400       4            37           35.358       0.988        0.092       
3400.000     13.400       4            38           42.808       0.992        0.052       
3400.000     13.400       4            39           41.447       0.992        0.060       
3400.000     13.400       4            40           37.617       0.990        0.087       
3400.000     13.400       4            41           41.278       0.993        0.062       
3400.000     13.400       5            0            39.697       0.992        0.076       
3400.000     13.400       5            1            34.111       0.989        0.133       
3400.000     13.400       5            2            40.244       0.992        0.071       
3400.000     13.400       5            3            37.759       0.990        0.092       
3400.000     13.400       5            4            36.996       0.989        0.096       
3400.000     13.400       5            5            39.012       0.992        0.083       
3400.000     13.400       5            6            41.918       0.988        0.059       
3400.000     13.400       5            7            44.935       0.993        0.043       
3400.000     13.400       5            8            40.630       0.993        0.069       
3400.000     13.400       5            9            33.257       0.977        0.103       
3400.000     13.400       5            10           37.346       0.989        0.091       
3400.000     13.400       5            11           41.246       0.992        0.064       
3400.000     13.400       5            12           38.682       0.992        0.084       
3400.000     13.400       5            13           42.661       0.992        0.055       
3400.000     13.400       5            14           44.227       0.993        0.046       
3400.000     13.400       5            15           41.725       0.993        0.061       
3400.000     13.400       5            16           42.987       0.991        0.053       
3400.000     13.400       5            17           42.272       0.993        0.058       
3400.000     13.400       5            18           43.897       0.993        0.048       
3400.000     13.400       5            19           43.110       0.992        0.052       
3400.000     13.400       5            20           42.045       0.992        0.059       
3400.000     13.400       5            21           43.486       0.992        0.050       
3400.000     13.400       5            22           41.360       0.992        0.064       
3400.000     13.400       5            23           42.316       0.991        0.057       
3400.000     13.400       5            24           32.546       0.985        0.132       
3400.000     13.400       5            25           34.200       0.989        0.124       
3400.000     13.400       5            26           40.804       0.990        0.068       
3400.000     13.400       5            27           39.736       0.990        0.076       
3400.000     13.400       5            28           40.189       0.992        0.072       
3400.000     13.400       5            29           43.296       0.993        0.051       
3400.000     13.400       5            30           41.771       0.993        0.061       
3400.000     13.400       5            31           43.448       0.993        0.050       
3400.000     13.400       5            32           43.540       0.993        0.050       
3400.000     13.400       5            33           43.009       0.993        0.053       
3400.000     13.400       5            34           37.672       0.990        0.081       
3400.000     13.400       5            35           40.265       0.991        0.072       
3400.000     13.400       5            36           40.765       0.991        0.068       
3400.000     13.400       5            37           35.041       0.985        0.098       
3400.000     13.400       5            38           42.450       0.990        0.057       
3400.000     13.400       5            39           40.720       0.988        0.069       
3400.000     13.400       5            40           37.282       0.987        0.094       
3400.000     13.400       5            41           41.034       0.992        0.066       
3400.000     13.400       6            0            37.920       0.992        0.099       
3400.000     13.400       6            1            33.185       0.988        0.156       
3400.000     13.400       6            2            38.742       0.993        0.090       
3400.000     13.400       6            3            35.793       0.991        0.122       
3400.000     13.400       6            4            37.524       0.992        0.096       
3400.000     13.400       6            5            38.120       0.993        0.099       
3400.000     13.400       6            6            41.841       0.992        0.064       
3400.000     13.400       6            7            45.109       0.995        0.045       
3400.000     13.400       6            8            40.818       0.994        0.073       
3400.000     13.400       6            9            33.267       0.984        0.106       
3400.000     13.400       6            10           37.641       0.992        0.094       
3400.000     13.400       6            11           41.459       0.994        0.067       
3400.000     13.400       6            12           38.128       0.993        0.095       
3400.000     13.400       6            13           42.001       0.994        0.064       
3400.000     13.400       6            14           44.386       0.994        0.049       
3400.000     13.400       6            15           41.931       0.994        0.064       
3400.000     13.400       6            16           43.096       0.994        0.056       
3400.000     13.400       6            17           42.217       0.994        0.063       
3400.000     13.400       6            18           43.675       0.994        0.053       
3400.000     13.400       6            19           42.363       0.994        0.061       
3400.000     13.400       6            20           41.698       0.994        0.066       
3400.000     13.400       6            21           43.538       0.994        0.054       
3400.000     13.400       6            22           41.205       0.994        0.070       
3400.000     13.400       6            23           42.368       0.994        0.061       
3400.000     13.400       6            24           32.160       0.986        0.143       
3400.000     13.400       6            25           33.952       0.990        0.135       
3400.000     13.400       6            26           40.562       0.992        0.075       
3400.000     13.400       6            27           39.947       0.993        0.079       
3400.000     13.400       6            28           39.831       0.993        0.081       
3400.000     13.400       6            29           43.290       0.994        0.055       
3400.000     13.400       6            30           41.625       0.994        0.066       
3400.000     13.400       6            31           43.171       0.994        0.056       
3400.000     13.400       6            32           43.763       0.994        0.052       
3400.000     13.400       6            33           43.633       0.994        0.053       
3400.000     13.400       6            34           38.113       0.993        0.081       
3400.000     13.400       6            35           40.417       0.994        0.076       
3400.000     13.400       6            36           41.084       0.993        0.070       
3400.000     13.400       6            37           35.327       0.990        0.099       
3400.000     13.400       6            38           42.628       0.993        0.060       
3400.000     13.400       6            39           41.250       0.992        0.070       
3400.000     13.400       6            40           37.688       0.992        0.095       
3400.000     13.400       6            41           41.257       0.994        0.070       
3400.000     13.400       7            0            39.504       0.992        0.091       
3400.000     13.400       7            1            33.919       0.989        0.156       
3400.000     13.400       7            2            39.985       0.992        0.086       
3400.000     13.400       7            3            37.627       0.990        0.108       
3400.000     13.400       7            4            36.860       0.987        0.112       
3400.000     13.400       7            5            38.848       0.992        0.101       
3400.000     13.400       7            6            41.603       0.988        0.073       
3400.000     13.400       7            7            45.951       0.994        0.045       
3400.000     13.400       7            8            40.867       0.993        0.080       
3400.000     13.400       7            9            32.688       0.975        0.116       
3400.000     13.400       7            10           37.515       0.989        0.103       
3400.000     13.400       7            11           40.805       0.991        0.080       
3400.000     13.400       7            12           38.653       0.993        0.098       
3400.000     13.400       7            13           42.607       0.992        0.066       
3400.000     13.400       7            14           44.878       0.993        0.051       
3400.000     13.400       7            15           41.726       0.993        0.072       
3400.000     13.400       7            16           43.515       0.992        0.060       
3400.000     13.400       7            17           42.588       0.994        0.066       
3400.000     13.400       7            18           44.422       0.994        0.054       
3400.000     13.400       7            19           42.997       0.993        0.063       
3400.000     13.400       7            20           42.264       0.991        0.068       
3400.000     13.400       7            21           44.029       0.992        0.056       
3400.000     13.400       7            22           41.585       0.991        0.074       
3400.000     13.400       7            23           42.722       0.992        0.065       
3400.000     13.400       7            24           32.004       0.983        0.153       
3400.000     13.400       7            25           33.664       0.988        0.149       
3400.000     13.400       7            26           40.854       0.987        0.080       
3400.000     13.400       7            27           40.201       0.992        0.085       
3400.000     13.400       7            28           40.214       0.992        0.085       
3400.000     13.400       7            29           43.835       0.994        0.057       
3400.000     13.400       7            30           41.995       0.993        0.070       
3400.000     13.400       7            31           43.824       0.993        0.058       
3400.000     13.400       7            32           44.035       0.994        0.056       
3400.000     13.400       7            33           44.135       0.994        0.056       
3400.000     13.400       7            34           37.525       0.990        0.092       
3400.000     13.400       7            35           40.456       0.991        0.084       
3400.000     13.400       7            36           40.723       0.989        0.081       
3400.000     13.400       7            37           34.565       0.983        0.113       
3400.000     13.400       7            38           42.764       0.990        0.065       
3400.000     13.400       7            39           40.912       0.987        0.080       
3400.000     13.400       7            40           37.585       0.990        0.104       
3400.000     13.400       7            41           41.339       0.993        0.076       
3400.000     13.400       8            0            38.975       0.986        0.099       
3400.000     13.400       8            1            33.288       0.981        0.169       
3400.000     13.400       8            2            39.649       0.987        0.092       
3400.000     13.400       8            3            36.737       0.982        0.122       
3400.000     13.400       8            4            37.296       0.986        0.109       
3400.000     13.400       8            5            37.874       0.986        0.115       
3400.000     13.400       8            6            41.745       0.983        0.073       
3400.000     13.400       8            7            44.047       0.988        0.058       
3400.000     13.400       8            8            39.061       0.989        0.101       
3400.000     13.400       8            9            32.612       0.957        0.118       
3400.000     13.400       8            10           37.259       0.981        0.107       
3400.000     13.400       8            11           39.846       0.984        0.091       
3400.000     13.400       8            12           37.664       0.986        0.112       
3400.000     13.400       8            13           42.197       0.988        0.071       
3400.000     13.400       8            14           43.817       0.989        0.059       
3400.000     13.400       8            15           40.819       0.988        0.082       
3400.000     13.400       8            16           41.519       0.982        0.076       
3400.000     13.400       8            17           41.248       0.989        0.079       
3400.000     13.400       8            18           42.829       0.989        0.066       
3400.000     13.400       8            19           42.225       0.987        0.070       
3400.000     13.400       8            20           41.289       0.985        0.078       
3400.000     13.400       8            21           41.904       0.982        0.073       
3400.000     13.400       8            22           40.046       0.981        0.090       
3400.000     13.400       8            23           41.953       0.988        0.072       
3400.000     13.400       8            24           31.316       0.968        0.165       
3400.000     13.400       8            25           33.075       0.980        0.160       
3400.000     13.400       8            26           39.459       0.981        0.095       
3400.000     13.400       8            27           39.773       0.987        0.091       
3400.000     13.400       8            28           38.933       0.983        0.100       
3400.000     13.400       8            29           43.031       0.990        0.064       
3400.000     13.400       8            30           40.364       0.983        0.086       
3400.000     13.400       8            31           42.403       0.986        0.069       
3400.000     13.400       8            32           42.225       0.990        0.071       
3400.000     13.400       8            33           43.229       0.990        0.063       
3400.000     13.400       8            34           37.445       0.985        0.094       
3400.000     13.400       8            35           40.058       0.986        0.089       
3400.000     13.400       8            36           40.423       0.983        0.085       
3400.000     13.400       8            37           34.143       0.970        0.119       
3400.000     13.400       8            38           41.926       0.984        0.073       
3400.000     13.400       8            39           40.472       0.982        0.086       
3400.000     13.400       8            40           37.458       0.982        0.108       
3400.000     13.400       8            41           39.588       0.986        0.095       
3400.000     13.400       9            0            39.851       0.994        0.080       
3400.000     13.400       9            1            34.091       0.992        0.142       
3400.000     13.400       9            2            40.497       0.995        0.075       
3400.000     13.400       9            3            37.840       0.993        0.098       
3400.000     13.400       9            4            37.102       0.992        0.101       
3400.000     13.400       9            5            38.880       0.995        0.092       
3400.000     13.400       9            6            42.703       0.993        0.059       
3400.000     13.400       9            7            46.196       0.996        0.040       
3400.000     13.400       9            8            40.918       0.996        0.073       
3400.000     13.400       9            9            33.382       0.982        0.105       
3400.000     13.400       9            10           37.358       0.992        0.097       
3400.000     13.400       9            11           41.703       0.995        0.066       
3400.000     13.400       9            12           38.777       0.994        0.089       
3400.000     13.400       9            13           43.189       0.995        0.056       
3400.000     13.400       9            14           45.404       0.996        0.044       
3400.000     13.400       9            15           42.334       0.996        0.061       
3400.000     13.400       9            16           43.685       0.995        0.053       
3400.000     13.400       9            17           42.772       0.996        0.059       
3400.000     13.400       9            18           44.713       0.996        0.047       
3400.000     13.400       9            19           43.500       0.995        0.054       
3400.000     13.400       9            20           42.514       0.995        0.061       
3400.000     13.400       9            21           44.268       0.995        0.050       
3400.000     13.400       9            22           41.674       0.994        0.066       
3400.000     13.400       9            23           42.754       0.994        0.059       
3400.000     13.400       9            24           32.584       0.989        0.137       
3400.000     13.400       9            25           34.157       0.992        0.132       
3400.000     13.400       9            26           41.047       0.993        0.071       
3400.000     13.400       9            27           39.706       0.991        0.082       
3400.000     13.400       9            28           40.447       0.995        0.076       
3400.000     13.400       9            29           43.949       0.996        0.051       
3400.000     13.400       9            30           42.156       0.995        0.063       
3400.000     13.400       9            31           44.050       0.995        0.051       
3400.000     13.400       9            32           44.232       0.996        0.050       
3400.000     13.400       9            33           44.203       0.996        0.050       
3400.000     13.400       9            34           38.157       0.993        0.081       
3400.000     13.400       9            35           40.690       0.994        0.074       
3400.000     13.400       9            36           41.476       0.994        0.068       
3400.000     13.400       9            37           35.293       0.989        0.100       
3400.000     13.400       9            38           43.096       0.994        0.057       
3400.000     13.400       9            39           41.576       0.993        0.068       
3400.000     13.400       9            40           37.378       0.991        0.099       
3400.000     13.400       9            41           41.459       0.995        0.069       
3400.000     13.400       10           0            39.369       0.994        0.080       
3400.000     13.400       10           1            33.920       0.991        0.138       
3400.000     13.400       10           2            40.060       0.994        0.074       
3400.000     13.400       10           3            37.498       0.993        0.096       
3400.000     13.400       10           4            37.303       0.992        0.094       
3400.000     13.400       10           5            38.717       0.994        0.088       
3400.000     13.400       10           6            41.944       0.993        0.060       
3400.000     13.400       10           7            45.096       0.995        0.043       
3400.000     13.400       10           8            40.248       0.995        0.074       
3400.000     13.400       10           9            33.287       0.982        0.103       
3400.000     13.400       10           10           37.648       0.992        0.090       
3400.000     13.400       10           11           41.162       0.994        0.066       
3400.000     13.400       10           12           38.361       0.994        0.088       
3400.000     13.400       10           13           42.551       0.994        0.057       
3400.000     13.400       10           14           44.492       0.995        0.046       
3400.000     13.400       10           15           41.706       0.995        0.062       
3400.000     13.400       10           16           42.924       0.994        0.055       
3400.000     13.400       10           17           42.078       0.995        0.060       
3400.000     13.400       10           18           43.872       0.995        0.049       
3400.000     13.400       10           19           42.744       0.995        0.056       
3400.000     13.400       10           20           41.866       0.994        0.061       
3400.000     13.400       10           21           43.341       0.994        0.052       
3400.000     13.400       10           22           41.135       0.993        0.067       
3400.000     13.400       10           23           42.347       0.994        0.058       
3400.000     13.400       10           24           32.394       0.988        0.135       
3400.000     13.400       10           25           34.091       0.991        0.128       
3400.000     13.400       10           26           40.653       0.993        0.070       
3400.000     13.400       10           27           39.435       0.992        0.080       
3400.000     13.400       10           28           39.964       0.994        0.075       
3400.000     13.400       10           29           43.368       0.995        0.052       
3400.000     13.400       10           30           41.493       0.995        0.064       
3400.000     13.400       10           31           43.264       0.994        0.053       
3400.000     13.400       10           32           43.553       0.995        0.051       
3400.000     13.400       10           33           43.892       0.995        0.049       
3400.000     13.400       10           34           38.054       0.993        0.079       
3400.000     13.400       10           35           40.586       0.994        0.071       
3400.000     13.400       10           36           41.105       0.994        0.067       
3400.000     13.400       10           37           35.109       0.988        0.099       
3400.000     13.400       10           38           42.739       0.994        0.056       
3400.000     13.400       10           39           41.418       0.993        0.065       
3400.000     13.400       10           40           37.483       0.991        0.093       
3400.000     13.400       10           41           40.813       0.995        0.069       
3400.000     13.400       11           0            39.623       0.990        0.074       
3400.000     13.400       11           1            33.989       0.987        0.131       
3400.000     13.400       11           2            40.254       0.991        0.069       
3400.000     13.400       11           3            37.796       0.988        0.088       
3400.000     13.400       11           4            36.635       0.987        0.097       
3400.000     13.400       11           5            39.118       0.991        0.080       
3400.000     13.400       11           6            41.954       0.988        0.057       
3400.000     13.400       11           7            45.224       0.992        0.040       
3400.000     13.400       11           8            40.538       0.992        0.068       
3400.000     13.400       11           9            33.365       0.976        0.100       
3400.000     13.400       11           10           37.263       0.988        0.090       
3400.000     13.400       11           11           41.254       0.991        0.062       
3400.000     13.400       11           12           38.535       0.990        0.082       
3400.000     13.400       11           13           42.721       0.990        0.053       
3400.000     13.400       11           14           44.477       0.992        0.043       
3400.000     13.400       11           15           41.796       0.992        0.058       
3400.000     13.400       11           16           43.076       0.991        0.051       
3400.000     13.400       11           17           42.190       0.992        0.056       
3400.000     13.400       11           18           43.987       0.992        0.046       
3400.000     13.400       11           19           42.948       0.991        0.051       
3400.000     13.400       11           20           42.059       0.990        0.057       
3400.000     13.400       11           21           43.594       0.991        0.048       
3400.000     13.400       11           22           41.284       0.990        0.062       
3400.000     13.400       11           23           42.391       0.990        0.055       
3400.000     13.400       11           24           32.529       0.984        0.129       
3400.000     13.400       11           25           34.148       0.988        0.122       
3400.000     13.400       11           26           40.744       0.989        0.066       
3400.000     13.400       11           27           39.095       0.986        0.079       
3400.000     13.400       11           28           40.178       0.991        0.070       
3400.000     13.400       11           29           43.469       0.992        0.048       
3400.000     13.400       11           30           41.714       0.991        0.059       
3400.000     13.400       11           31           43.472       0.991        0.049       
3400.000     13.400       11           32           43.547       0.992        0.048       
3400.000     13.400       11           33           43.744       0.992        0.047       
3400.000     13.400       11           34           37.998       0.989        0.076       
3400.000     13.400       11           35           40.592       0.990        0.067       
3400.000     13.400       11           36           40.898       0.990        0.065       
3400.000     13.400       11           37           35.209       0.984        0.095       
3400.000     13.400       11           38           42.784       0.989        0.052       
3400.000     13.400       11           39           41.260       0.989        0.062       
3400.000     13.400       11           40           37.455       0.985        0.089       
3400.000     13.400       11           41           41.070       0.991        0.064       
3400.000     13.400       12           0            38.832       0.989        0.090       
3400.000     13.400       12           1            33.768       0.985        0.147       
3400.000     13.400       12           2            39.105       0.989        0.087       
3400.000     13.400       12           3            37.139       0.988        0.106       
3400.000     13.400       12           4            36.860       0.988        0.104       
3400.000     13.400       12           5            38.510       0.992        0.096       
3400.000     13.400       12           6            40.097       0.984        0.079       
3400.000     13.400       12           7            43.580       0.989        0.054       
3400.000     13.400       12           8            38.880       0.991        0.092       
3400.000     13.400       12           9            32.369       0.962        0.117       
3400.000     13.400       12           10           37.457       0.989        0.096       
3400.000     13.400       12           11           39.595       0.985        0.084       
3400.000     13.400       12           12           38.148       0.990        0.095       
3400.000     13.400       12           13           41.919       0.990        0.065       
3400.000     13.400       12           14           43.301       0.991        0.056       
3400.000     13.400       12           15           40.536       0.989        0.075       
3400.000     13.400       12           16           41.291       0.983        0.070       
3400.000     13.400       12           17           41.145       0.992        0.071       
3400.000     13.400       12           18           42.669       0.992        0.060       
3400.000     13.400       12           19           42.219       0.991        0.063       
3400.000     13.400       12           20           41.418       0.990        0.069       
3400.000     13.400       12           21           41.673       0.983        0.067       
3400.000     13.400       12           22           39.807       0.981        0.082       
3400.000     13.400       12           23           41.937       0.991        0.065       
3400.000     13.400       12           24           31.163       0.975        0.159       
3400.000     13.400       12           25           32.872       0.986        0.152       
3400.000     13.400       12           26           39.611       0.987        0.084       
3400.000     13.400       12           27           39.796       0.991        0.081       
3400.000     13.400       12           28           39.119       0.987        0.088       
3400.000     13.400       12           29           42.867       0.992        0.058       
3400.000     13.400       12           30           40.650       0.989        0.075       
3400.000     13.400       12           31           42.127       0.988        0.064       
3400.000     13.400       12           32           42.155       0.992        0.064       
3400.000     13.400       12           33           43.260       0.993        0.056       
3400.000     13.400       12           34           37.049       0.987        0.091       
3400.000     13.400       12           35           40.154       0.990        0.079       
3400.000     13.400       12           36           39.970       0.986        0.080       
3400.000     13.400       12           37           33.848       0.972        0.116       
3400.000     13.400       12           38           42.024       0.989        0.064       
3400.000     13.400       12           39           40.541       0.988        0.076       
3400.000     13.400       12           40           37.431       0.988        0.099       
3400.000     13.400       12           41           39.432       0.987        0.086       
3400.000     13.400       13           0            39.333       0.993        0.087       
3400.000     13.400       13           1            33.753       0.989        0.150       
3400.000     13.400       13           2            39.951       0.994        0.081       
3400.000     13.400       13           3            37.391       0.991        0.105       
3400.000     13.400       13           4            36.975       0.990        0.105       
3400.000     13.400       13           5            38.837       0.994        0.094       
3400.000     13.400       13           6            41.019       0.986        0.073       
3400.000     13.400       13           7            44.701       0.994        0.049       
3400.000     13.400       13           8            39.319       0.994        0.089       
3400.000     13.400       13           9            32.724       0.969        0.113       
3400.000     13.400       13           10           37.647       0.992        0.096       
3400.000     13.400       13           11           40.069       0.991        0.081       
3400.000     13.400       13           12           38.375       0.992        0.095       
3400.000     13.400       13           13           42.574       0.993        0.062       
3400.000     13.400       13           14           44.331       0.994        0.051       
3400.000     13.400       13           15           41.113       0.993        0.072       
3400.000     13.400       13           16           41.981       0.988        0.066       
3400.000     13.400       13           17           41.506       0.994        0.070       
3400.000     13.400       13           18           43.892       0.994        0.053       
3400.000     13.400       13           19           42.616       0.994        0.061       
3400.000     13.400       13           20           41.838       0.993        0.067       
3400.000     13.400       13           21           42.619       0.990        0.062       
3400.000     13.400       13           22           40.851       0.992        0.075       
3400.000     13.400       13           23           42.107       0.992        0.065       
3400.000     13.400       13           24           31.614       0.980        0.153       
3400.000     13.400       13           25           33.068       0.988        0.151       
3400.000     13.400       13           26           39.987       0.989        0.082       
3400.000     13.400       13           27           40.009       0.993        0.081       
3400.000     13.400       13           28           39.789       0.993        0.083       
3400.000     13.400       13           29           43.385       0.994        0.056       
3400.000     13.400       13           30           40.760       0.990        0.075       
3400.000     13.400       13           31           42.984       0.992        0.059       
3400.000     13.400       13           32           42.543       0.994        0.062       
3400.000     13.400       13           33           43.562       0.994        0.055       
3400.000     13.400       13           34           37.174       0.990        0.091       
3400.000     13.400       13           35           40.358       0.992        0.079       
3400.000     13.400       13           36           40.615       0.990        0.076       
3400.000     13.400       13           37           34.169       0.981        0.114       
3400.000     13.400       13           38           42.535       0.991        0.062       
3400.000     13.400       13           39           41.045       0.990        0.073       
3400.000     13.400       13           40           37.783       0.991        0.096       
3400.000     13.400       13           41           39.991       0.992        0.083       
3400.000     13.400       14           0            39.171       0.993        0.080       
3400.000     13.400       14           1            33.865       0.989        0.137       
3400.000     13.400       14           2            40.080       0.993        0.073       
3400.000     13.400       14           3            37.196       0.990        0.098       
3400.000     13.400       14           4            37.532       0.992        0.091       
3400.000     13.400       14           5            38.499       0.992        0.089       
3400.000     13.400       14           6            42.342       0.991        0.057       
3400.000     13.400       14           7            45.492       0.994        0.040       
3400.000     13.400       14           8            40.629       0.994        0.070       
3400.000     13.400       14           9            33.402       0.981        0.101       
3400.000     13.400       14           10           37.715       0.992        0.088       
